"Imbalance settlement period CET/CEST","Generation / + Imbalance price [EUR/MWh] - MBA|DK2","Generation / - Imbalance price [EUR/MWh] - MBA|DK2","Price for consumption [EUR/MWh] - MBA|DK2","Currency","Status","Total Imbalance [MWh] - MBA|DK2","Difference","Situation","Status"
"15.03.2020 12:00 - 15.03.2020 13:00","4.00","6.78","4.00","EUR","Estimated","70","","","Final"
"15.03.2020 13:00 - 15.03.2020 14:00","4.00","6.83","4.00","EUR","Estimated","24","","","Final"
"15.03.2020 14:00 - 15.03.2020 15:00","4.00","6.81","4.00","EUR","Estimated","19","","","Final"
"15.03.2020 15:00 - 15.03.2020 16:00","1.86","6.89","1.86","EUR","Estimated","47","","","Final"
"15.03.2020 16:00 - 15.03.2020 17:00","2.70","7.16","2.70","EUR","Estimated","9","","","Final"
"15.03.2020 17:00 - 15.03.2020 18:00","4.50","7.95","4.50","EUR","Estimated","219","","","Final"
"15.03.2020 18:00 - 15.03.2020 19:00","17.11","17.11","17.11","EUR","Estimated","79","","","Final"
"15.03.2020 19:00 - 15.03.2020 20:00","5.21","8.21","5.21","EUR","Estimated","113","","","Final"
"15.03.2020 20:00 - 15.03.2020 21:00","4.49","7.93","4.49","EUR","Estimated","148","","","Final"
"15.03.2020 21:00 - 15.03.2020 22:00","4.00","7.69","4.00","EUR","Estimated","148","","","Final"
"15.03.2020 22:00 - 15.03.2020 23:00","4.00","7.33","4.00","EUR","Estimated","181","","","Final"
"15.03.2020 23:00 - 16.03.2020 00:00","1.86","6.66","1.86","EUR","Estimated","104","","","Final"
"16.03.2020 00:00 - 16.03.2020 01:00","0.00","6.66","0.00","EUR","Estimated","27","","","Final"
"16.03.2020 01:00 - 16.03.2020 02:00","0.00","6.57","0.00","EUR","Estimated","16","","","Final"
"16.03.2020 02:00 - 16.03.2020 03:00","4.00","6.69","4.00","EUR","Estimated","26","","","Final"
"16.03.2020 03:00 - 16.03.2020 04:00","6.92","6.92","6.92","EUR","Estimated","77","","","Final"
"16.03.2020 04:00 - 16.03.2020 05:00","7.32","9.00","9.00","EUR","Estimated","506","","","Final"
"16.03.2020 05:00 - 16.03.2020 06:00","7.89","10.00","10.00","EUR","Estimated","366","","","Final"
"16.03.2020 06:00 - 16.03.2020 07:00","8.72","79.71","79.71","EUR","Estimated","268","","","Final"
"16.03.2020 07:00 - 16.03.2020 08:00","17.34","255.22","255.22","EUR","Estimated","442","","","Final"
"16.03.2020 08:00 - 16.03.2020 09:00","34.54","255.22","255.22","EUR","Estimated","885","","","Final"
"16.03.2020 09:00 - 16.03.2020 10:00","31.36","254.26","254.26","EUR","Estimated","922","","","Final"
"16.03.2020 10:00 - 16.03.2020 11:00","28.00","66.91","66.91","EUR","Estimated","576","","","Final"
"16.03.2020 11:00 - 16.03.2020 12:00","25.88","25.88","25.88","EUR","Estimated","367","","","Final"
"16.03.2020 12:00 - 16.03.2020 13:00","24.83","24.83","24.83","EUR","Estimated","412","","","Final"
"16.03.2020 13:00 - 16.03.2020 14:00","25.00","25.00","25.00","EUR","Estimated","394","","","Final"
"16.03.2020 14:00 - 16.03.2020 15:00","25.23","25.23","25.23","EUR","Estimated","234","","","Final"
"16.03.2020 15:00 - 16.03.2020 16:00","27.10","27.10","27.10","EUR","Estimated","281","","","Final"
"16.03.2020 16:00 - 16.03.2020 17:00","30.77","50.00","50.00","EUR","Estimated","312","","","Final"
"16.03.2020 17:00 - 16.03.2020 18:00","37.25","50.00","50.00","EUR","Estimated","380","","","Final"
"16.03.2020 18:00 - 16.03.2020 19:00","54.93","54.93","54.93","EUR","Estimated","227","","","Final"
"16.03.2020 19:00 - 16.03.2020 20:00","60.56","60.56","60.56","EUR","Estimated","193","","","Final"
"16.03.2020 20:00 - 16.03.2020 21:00","43.10","43.10","43.10","EUR","Estimated","246","","","Final"
"16.03.2020 21:00 - 16.03.2020 22:00","4.50","33.52","4.50","EUR","Estimated","377","","","Final"
"16.03.2020 22:00 - 16.03.2020 23:00","6.00","34.00","6.00","EUR","Estimated","160","","","Final"
"16.03.2020 23:00 - 17.03.2020 00:00","4.05","30.24","4.05","EUR","Estimated","184","","","Final"
"17.03.2020 00:00 - 17.03.2020 01:00","25.54","48.04","48.04","EUR","Estimated","81","","","Final"
"17.03.2020 01:00 - 17.03.2020 02:00","5.24","13.04","5.24","EUR","Estimated","319","","","Final"
"17.03.2020 02:00 - 17.03.2020 03:00","5.00","7.13","5.00","EUR","Estimated","409","","","Final"
"17.03.2020 03:00 - 17.03.2020 04:00","4.80","7.04","4.80","EUR","Estimated","450","","","Final"
"17.03.2020 04:00 - 17.03.2020 05:00","4.00","7.07","4.00","EUR","Estimated","256","","","Final"
"17.03.2020 05:00 - 17.03.2020 06:00","3.06","7.30","3.06","EUR","Estimated","441","","","Final"
"17.03.2020 06:00 - 17.03.2020 07:00","3.50","29.75","3.50","EUR","Estimated","356","","","Final"
"17.03.2020 07:00 - 17.03.2020 08:00","3.30","35.17","3.30","EUR","Estimated","311","","","Final"
"17.03.2020 08:00 - 17.03.2020 09:00","3.49","34.39","3.49","EUR","Estimated","417","","","Final"
"17.03.2020 09:00 - 17.03.2020 10:00","3.93","30.62","3.93","EUR","Estimated","343","","","Final"
"17.03.2020 10:00 - 17.03.2020 11:00","4.37","22.40","4.37","EUR","Estimated","293","","","Final"
"17.03.2020 11:00 - 17.03.2020 12:00","5.90","19.48","5.90","EUR","Estimated","401","","","Final"
"17.03.2020 12:00 - 17.03.2020 13:00","5.90","11.58","5.90","EUR","Estimated","465","","","Final"
"17.03.2020 13:00 - 17.03.2020 14:00","5.00","10.07","5.00","EUR","Estimated","500","","","Final"
"17.03.2020 14:00 - 17.03.2020 15:00","5.00","9.93","5.00","EUR","Estimated","440","","","Final"
"17.03.2020 15:00 - 17.03.2020 16:00","4.30","10.04","4.30","EUR","Estimated","427","","","Final"
"17.03.2020 16:00 - 17.03.2020 17:00","4.30","10.95","4.30","EUR","Estimated","407","","","Final"
"17.03.2020 17:00 - 17.03.2020 18:00","4.30","29.32","4.30","EUR","Estimated","284","","","Final"
"17.03.2020 18:00 - 17.03.2020 19:00","35.47","35.47","35.47","EUR","Estimated","14","","","Final"
"17.03.2020 19:00 - 17.03.2020 20:00","31.09","31.09","31.09","EUR","Estimated","190","","","Final"
"17.03.2020 20:00 - 17.03.2020 21:00","14.06","14.06","14.06","EUR","Estimated","166","","","Final"
"17.03.2020 21:00 - 17.03.2020 22:00","4.50","7.49","4.50","EUR","Estimated","127","","","Final"
"17.03.2020 22:00 - 17.03.2020 23:00","4.00","7.10","4.00","EUR","Estimated","224","","","Final"
"17.03.2020 23:00 - 18.03.2020 00:00","3.06","6.46","3.06","EUR","Estimated","485","","","Final"
"18.03.2020 00:00 - 18.03.2020 01:00","6.01","6.01","6.01","EUR","Estimated","308","","","Final"
"18.03.2020 01:00 - 18.03.2020 02:00","4.36","5.64","4.36","EUR","Estimated","384","","","Final"
"18.03.2020 02:00 - 18.03.2020 03:00","2.00","5.28","2.00","EUR","Estimated","193","","","Final"
"18.03.2020 03:00 - 18.03.2020 04:00","2.00","5.23","2.00","EUR","Estimated","390","","","Final"
"18.03.2020 04:00 - 18.03.2020 05:00","3.00","5.68","3.00","EUR","Estimated","393","","","Final"
"18.03.2020 05:00 - 18.03.2020 06:00","2.00","6.32","2.00","EUR","Estimated","175","","","Final"
"18.03.2020 06:00 - 18.03.2020 07:00","2.00","7.21","2.00","EUR","Estimated","263","","","Final"
"18.03.2020 07:00 - 18.03.2020 08:00","2.61","7.84","2.61","EUR","Estimated","288","","","Final"
"18.03.2020 08:00 - 18.03.2020 09:00","3.92","8.77","3.92","EUR","Estimated","304","","","Final"
"18.03.2020 09:00 - 18.03.2020 10:00","4.00","10.26","4.00","EUR","Estimated","232","","","Final"
"18.03.2020 10:00 - 18.03.2020 11:00","4.36","16.27","4.36","EUR","Estimated","187","","","Final"
"18.03.2020 11:00 - 18.03.2020 12:00","13.27","13.27","13.27","EUR","Estimated","178","","","Final"
"18.03.2020 12:00 - 18.03.2020 13:00","8.95","8.95","8.95","EUR","Estimated","207","","","Final"
"18.03.2020 13:00 - 18.03.2020 14:00","6.00","8.98","6.00","EUR","Estimated","132","","","Final"
"18.03.2020 14:00 - 18.03.2020 15:00","6.00","8.69","6.00","EUR","Estimated","145","","","Final"
"18.03.2020 15:00 - 18.03.2020 16:00","6.00","8.68","6.00","EUR","Estimated","164","","","Final"
"18.03.2020 16:00 - 18.03.2020 17:00","6.00","8.80","6.00","EUR","Estimated","92","","","Final"
"18.03.2020 17:00 - 18.03.2020 18:00","32.02","66.90","66.90","EUR","Estimated","40","","","Final"
"18.03.2020 18:00 - 18.03.2020 19:00","36.66","66.90","66.90","EUR","Estimated","206","","","Final"
"18.03.2020 19:00 - 18.03.2020 20:00","35.53","66.90","66.90","EUR","Estimated","269","","","Final"
"18.03.2020 20:00 - 18.03.2020 21:00","27.07","58.87","58.87","EUR","Estimated","117","","","Final"
"18.03.2020 21:00 - 18.03.2020 22:00","20.07","50.09","50.09","EUR","Estimated","2","","","Final"
"18.03.2020 22:00 - 18.03.2020 23:00","9.92","50.12","50.12","EUR","Estimated","33","","","Final"
"18.03.2020 23:00 - 19.03.2020 00:00","7.05","47.00","47.00","EUR","Estimated","78","","","Final"
"19.03.2020 00:00 - 19.03.2020 01:00","6.54","47.77","47.77","EUR","Estimated","87","","","Final"
"19.03.2020 01:00 - 19.03.2020 02:00","6.29","9.08","9.08","EUR","Estimated","116","","","Final"
"19.03.2020 02:00 - 19.03.2020 03:00","6.26","45.14","45.14","EUR","Estimated","58","","","Final"
"19.03.2020 03:00 - 19.03.2020 04:00","8.01","58.00","58.00","EUR","Estimated","111","","","Final"
"19.03.2020 04:00 - 19.03.2020 05:00","15.08","46.41","46.41","EUR","Estimated","106","","","Final"
"19.03.2020 05:00 - 19.03.2020 06:00","26.00","53.65","53.65","EUR","Estimated","186","","","Final"
"19.03.2020 06:00 - 19.03.2020 07:00","4.10","30.01","4.10","EUR","Estimated","543","","","Final"
"19.03.2020 07:00 - 19.03.2020 08:00","4.10","33.98","4.10","EUR","Estimated","389","","","Final"
"19.03.2020 08:00 - 19.03.2020 09:00","4.10","32.06","4.10","EUR","Estimated","409","","","Final"
"19.03.2020 09:00 - 19.03.2020 10:00","28.75","28.75","28.75","EUR","Estimated","27","","","Final"
"19.03.2020 10:00 - 19.03.2020 11:00","25.04","25.04","25.04","EUR","Estimated","188","","","Final"
"19.03.2020 11:00 - 19.03.2020 12:00","24.33","24.33","24.33","EUR","Estimated","221","","","Final"
"19.03.2020 12:00 - 19.03.2020 13:00","17.57","60.21","60.21","EUR","Estimated","379","","","Final"
"19.03.2020 13:00 - 19.03.2020 14:00","8.47","40.14","40.14","EUR","Estimated","271","","","Final"
"19.03.2020 14:00 - 19.03.2020 15:00","6.99","8.65","8.65","EUR","Estimated","246","","","Final"
"19.03.2020 15:00 - 19.03.2020 16:00","7.02","8.22","8.22","EUR","Estimated","311","","","Final"
"19.03.2020 16:00 - 19.03.2020 17:00","10.93","10.93","10.93","EUR","Estimated","416","","","Final"
"19.03.2020 17:00 - 19.03.2020 18:00","32.09","32.09","32.09","EUR","Estimated","554","","","Final"
"19.03.2020 18:00 - 19.03.2020 19:00","39.23","39.23","39.23","EUR","Estimated","347","","","Final"
"19.03.2020 19:00 - 19.03.2020 20:00","35.51","35.51","35.51","EUR","Estimated","28","","","Final"
"19.03.2020 20:00 - 19.03.2020 21:00","23.21","58.60","58.60","EUR","Estimated","144","","","Final"
"19.03.2020 21:00 - 19.03.2020 22:00","14.20","49.00","49.00","EUR","Estimated","280","","","Final"
"19.03.2020 22:00 - 19.03.2020 23:00","7.30","48.67","48.67","EUR","Estimated","232","","","Final"
"19.03.2020 23:00 - 20.03.2020 00:00","6.99","10.00","10.00","EUR","Estimated","226","","","Final"
"20.03.2020 00:00 - 20.03.2020 01:00","19.90","19.90","19.90","EUR","Estimated","362","","","Final"
"20.03.2020 01:00 - 20.03.2020 02:00","4.50","17.62","4.50","EUR","Estimated","479","","","Final"
"20.03.2020 02:00 - 20.03.2020 03:00","4.50","11.46","4.50","EUR","Estimated","433","","","Final"
"20.03.2020 03:00 - 20.03.2020 04:00","4.86","18.60","4.86","EUR","Estimated","278","","","Final"
"20.03.2020 04:00 - 20.03.2020 05:00","4.30","19.00","4.30","EUR","Estimated","237","","","Final"
"20.03.2020 05:00 - 20.03.2020 06:00","4.00","25.25","4.00","EUR","Estimated","19","","","Final"
"20.03.2020 06:00 - 20.03.2020 07:00","4.00","31.14","4.00","EUR","Estimated","79","","","Final"
"20.03.2020 07:00 - 20.03.2020 08:00","4.30","35.00","4.30","EUR","Estimated","202","","","Final"
"20.03.2020 08:00 - 20.03.2020 09:00","5.32","33.88","5.32","EUR","Estimated","140","","","Final"
"20.03.2020 09:00 - 20.03.2020 10:00","8.00","28.08","8.00","EUR","Estimated","141","","","Final"
"20.03.2020 10:00 - 20.03.2020 11:00","8.00","25.99","8.00","EUR","Estimated","139","","","Final"
"20.03.2020 11:00 - 20.03.2020 12:00","25.36","25.36","25.36","EUR","Estimated","79","","","Final"
"20.03.2020 12:00 - 20.03.2020 13:00","22.30","73.59","73.59","EUR","Estimated","133","","","Final"
"20.03.2020 13:00 - 20.03.2020 14:00","5.32","21.07","5.32","EUR","Estimated","242","","","Final"
"20.03.2020 14:00 - 20.03.2020 15:00","4.05","10.09","4.05","EUR","Estimated","267","","","Final"
"20.03.2020 15:00 - 20.03.2020 16:00","4.05","9.47","4.05","EUR","Estimated","331","","","Final"
"20.03.2020 16:00 - 20.03.2020 17:00","4.00","10.00","4.00","EUR","Estimated","432","","","Final"
"20.03.2020 17:00 - 20.03.2020 18:00","4.30","27.05","4.30","EUR","Estimated","317","","","Final"
"20.03.2020 18:00 - 20.03.2020 19:00","6.50","28.87","6.50","EUR","Estimated","193","","","Final"
"20.03.2020 19:00 - 20.03.2020 20:00","28.23","49.00","49.00","EUR","Estimated","81","","","Final"
"20.03.2020 20:00 - 20.03.2020 21:00","24.46","49.00","49.00","EUR","Estimated","200","","","Final"
"20.03.2020 21:00 - 20.03.2020 22:00","8.80","44.00","44.00","EUR","Estimated","5","","","Final"
"20.03.2020 22:00 - 20.03.2020 23:00","9.04","44.00","44.00","EUR","Estimated","194","","","Final"
"20.03.2020 23:00 - 21.03.2020 00:00","9.43","40.00","40.00","EUR","Estimated","163","","","Final"
"21.03.2020 00:00 - 21.03.2020 01:00","5.50","18.23","5.50","EUR","Estimated","424","","","Final"
"21.03.2020 01:00 - 21.03.2020 02:00","4.22","13.97","4.22","EUR","Estimated","521","","","Final"
"21.03.2020 02:00 - 21.03.2020 03:00","4.22","11.16","4.22","EUR","Estimated","557","","","Final"
"21.03.2020 03:00 - 21.03.2020 04:00","4.22","9.43","4.22","EUR","Estimated","506","","","Final"
"21.03.2020 04:00 - 21.03.2020 05:00","4.22","8.94","4.22","EUR","Estimated","416","","","Final"
"21.03.2020 05:00 - 21.03.2020 06:00","3.80","9.50","3.80","EUR","Estimated","333","","","Final"
"21.03.2020 06:00 - 21.03.2020 07:00","3.00","7.74","3.00","EUR","Estimated","518","","","Final"
"21.03.2020 07:00 - 21.03.2020 08:00","3.00","10.80","3.00","EUR","Estimated","507","","","Final"
"21.03.2020 08:00 - 21.03.2020 09:00","4.00","15.05","4.00","EUR","Estimated","416","","","Final"
"21.03.2020 09:00 - 21.03.2020 10:00","3.80","8.64","3.80","EUR","Estimated","622","","","Final"
"21.03.2020 10:00 - 21.03.2020 11:00","3.00","7.51","3.00","EUR","Estimated","383","","","Final"
"21.03.2020 11:00 - 21.03.2020 12:00","2.00","7.18","2.00","EUR","Estimated","463","","","Final"
"21.03.2020 12:00 - 21.03.2020 13:00","2.11","7.13","2.11","EUR","Estimated","377","","","Final"
"21.03.2020 13:00 - 21.03.2020 14:00","2.11","6.72","2.11","EUR","Estimated","241","","","Final"
"21.03.2020 14:00 - 21.03.2020 15:00","2.20","6.58","2.20","EUR","Estimated","232","","","Final"
"21.03.2020 15:00 - 21.03.2020 16:00","2.70","6.78","2.70","EUR","Estimated","237","","","Final"
"21.03.2020 16:00 - 21.03.2020 17:00","4.00","7.49","4.00","EUR","Estimated","215","","","Final"
"21.03.2020 17:00 - 21.03.2020 18:00","4.64","15.01","4.64","EUR","Estimated","25","","","Final"
"21.03.2020 18:00 - 21.03.2020 19:00","20.00","24.00","24.00","EUR","Estimated","87","","","Final"
"21.03.2020 19:00 - 21.03.2020 20:00","20.12","66.90","66.90","EUR","Estimated","37","","","Final"
"21.03.2020 20:00 - 21.03.2020 21:00","15.34","60.21","60.21","EUR","Estimated","154","","","Final"
"21.03.2020 21:00 - 21.03.2020 22:00","9.29","9.29","9.29","EUR","Estimated","367","","","Final"
"21.03.2020 22:00 - 21.03.2020 23:00","11.29","11.29","11.29","EUR","Estimated","216","","","Final"
"21.03.2020 23:00 - 22.03.2020 00:00","10.79","10.79","10.79","EUR","Estimated","348","","","Final"
"22.03.2020 00:00 - 22.03.2020 01:00","7.51","7.51","7.51","EUR","Estimated","373","","","Final"
"22.03.2020 01:00 - 22.03.2020 02:00","7.51","7.51","7.51","EUR","Estimated","647","","","Final"
"22.03.2020 02:00 - 22.03.2020 03:00","7.09","7.09","7.09","EUR","Estimated","328","","","Final"
"22.03.2020 03:00 - 22.03.2020 04:00","4.50","6.40","4.50","EUR","Estimated","213","","","Final"
"22.03.2020 04:00 - 22.03.2020 05:00","4.50","6.09","4.50","EUR","Estimated","18","","","Final"
"22.03.2020 05:00 - 22.03.2020 06:00","6.24","6.24","6.24","EUR","Estimated","36","","","Final"
"22.03.2020 06:00 - 22.03.2020 07:00","4.70","6.06","4.70","EUR","Estimated","28","","","Final"
"22.03.2020 07:00 - 22.03.2020 08:00","4.70","5.82","4.70","EUR","Estimated","40","","","Final"
"22.03.2020 08:00 - 22.03.2020 09:00","4.00","6.17","4.00","EUR","Estimated","153","","","Final"
"22.03.2020 09:00 - 22.03.2020 10:00","3.00","6.22","3.00","EUR","Estimated","83","","","Final"
"22.03.2020 10:00 - 22.03.2020 11:00","2.00","5.96","2.00","EUR","Estimated","6","","","Final"
"22.03.2020 11:00 - 22.03.2020 12:00","2.00","5.84","2.00","EUR","Estimated","16","","","Final"
"22.03.2020 12:00 - 22.03.2020 13:00","2.00","5.73","2.00","EUR","Estimated","81","","","Final"
"22.03.2020 13:00 - 22.03.2020 14:00","2.00","5.61","2.00","EUR","Estimated","56","","","Final"
"22.03.2020 14:00 - 22.03.2020 15:00","1.99","5.56","1.99","EUR","Estimated","78","","","Final"
"22.03.2020 15:00 - 22.03.2020 16:00","1.99","5.72","1.99","EUR","Estimated","217","","","Final"
"22.03.2020 16:00 - 22.03.2020 17:00","2.38","6.13","2.38","EUR","Estimated","219","","","Final"
"22.03.2020 17:00 - 22.03.2020 18:00","11.04","11.92","11.92","EUR","Estimated","174","","","Final"
"22.03.2020 18:00 - 22.03.2020 19:00","19.78","19.78","19.78","EUR","Estimated","511","","","Final"
"22.03.2020 19:00 - 22.03.2020 20:00","22.93","22.93","22.93","EUR","Estimated","440","","","Final"
"22.03.2020 20:00 - 22.03.2020 21:00","5.50","19.45","5.50","EUR","Estimated","363","","","Final"
"22.03.2020 21:00 - 22.03.2020 22:00","4.50","14.36","4.50","EUR","Estimated","369","","","Final"
"22.03.2020 22:00 - 22.03.2020 23:00","4.50","12.58","4.50","EUR","Estimated","161","","","Final"
"22.03.2020 23:00 - 23.03.2020 00:00","4.50","7.17","4.50","EUR","Estimated","274","","","Final"
"23.03.2020 00:00 - 23.03.2020 01:00","6.00","6.98","6.00","EUR","Estimated","356","","","Final"
"23.03.2020 01:00 - 23.03.2020 02:00","4.50","6.77","4.50","EUR","Estimated","479","","","Final"
"23.03.2020 02:00 - 23.03.2020 03:00","4.50","6.77","4.50","EUR","Estimated","133","","","Final"
"23.03.2020 03:00 - 23.03.2020 04:00","6.95","6.95","6.95","EUR","Estimated","59","","","Final"
"23.03.2020 04:00 - 23.03.2020 05:00","7.16","7.16","7.16","EUR","Estimated","171","","","Final"
"23.03.2020 05:00 - 23.03.2020 06:00","5.50","11.79","5.50","EUR","Estimated","2","","","Final"
"23.03.2020 06:00 - 23.03.2020 07:00","20.00","73.66","73.66","EUR","Estimated","343","","","Final"
"23.03.2020 07:00 - 23.03.2020 08:00","4.77","23.99","4.77","EUR","Estimated","295","","","Final"
"23.03.2020 08:00 - 23.03.2020 09:00","20.08","20.08","20.08","EUR","Estimated","347","","","Final"
"23.03.2020 09:00 - 23.03.2020 10:00","15.84","15.84","15.84","EUR","Estimated","510","","","Final"
"23.03.2020 10:00 - 23.03.2020 11:00","6.50","10.66","6.50","EUR","Estimated","383","","","Final"
"23.03.2020 11:00 - 23.03.2020 12:00","4.00","10.70","4.00","EUR","Estimated","465","","","Final"
"23.03.2020 12:00 - 23.03.2020 13:00","4.00","10.62","4.00","EUR","Estimated","505","","","Final"
"23.03.2020 13:00 - 23.03.2020 14:00","4.00","10.92","4.00","EUR","Estimated","456","","","Final"
"23.03.2020 14:00 - 23.03.2020 15:00","4.00","12.07","4.00","EUR","Estimated","375","","","Final"
"23.03.2020 15:00 - 23.03.2020 16:00","4.00","12.01","4.00","EUR","Estimated","370","","","Final"
"23.03.2020 16:00 - 23.03.2020 17:00","4.00","17.40","4.00","EUR","Estimated","315","","","Final"
"23.03.2020 17:00 - 23.03.2020 18:00","4.00","25.95","4.00","EUR","Estimated","305","","","Final"
"23.03.2020 18:00 - 23.03.2020 19:00","30.67","30.67","30.67","EUR","Estimated","157","","","Final"
"23.03.2020 19:00 - 23.03.2020 20:00","33.14","133.92","133.92","EUR","Estimated","109","","","Final"
"23.03.2020 20:00 - 23.03.2020 21:00","27.99","254.45","254.45","EUR","Estimated","218","","","Final"
"23.03.2020 21:00 - 23.03.2020 22:00","4.00","21.97","4.00","EUR","Estimated","178","","","Final"
